regNum,signDate,price,fz,regionCode,customer_name,customer_inn,customer_kpp,supplier_name,supplier_inn,supplier_kpp,OKEI_code,OKEI_name,product_name,OKPD/OKDP_code,OKPD/OKDP_name,product_sum,product_price,product_quantity,link
1222201315615000011,2015-03-17 00:00:00,5205211.5,44,22,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АЛТАЙСКОМУ КРАЮ""",2222013156,222201001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙСКАЯ ЗЕРНОВАЯ КОМПАНИЯ""",2222830662,222201001,166,КГ,Пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,1077555.6,13.2,81633.0,http://clearspending.ru/contract/1222201315615000011
1222201315615000011,2015-03-17 00:00:00,5205211.5,44,22,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АЛТАЙСКОМУ КРАЮ""",2222013156,222201001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙСКАЯ ЗЕРНОВАЯ КОМПАНИЯ""",2222830662,222201001,166,КГ,Пшеница 4 класса,01.11.12.141,Зерно яровой мягкой пшеницы,426300.9,12.7,33567.0,http://clearspending.ru/contract/1222201315615000011
1753200122315000020,2015-03-30 00:00:00,243520.0,44,75,"федеральное казенное учреждение ""Исправительная колония № 5 Управления Федеральной службы исполнения наказаний по Забайкальскому краю""",7532001223,753401001,ИП ГКФХ Петров Александр Николаевич,753610807779,,166,КГ,Пшеница,01.11.12.141,Зерно яровой мягкой пшеницы,77520.0,10.2,7600.0,http://clearspending.ru/contract/1753200122315000020
1672600750415000014,2015-03-30 00:00:00,1077020.0,44,67,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СМОЛЕНСКОЙ ОБЛАСТИ""",6726007504,672601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА""",6727024608,672701001,166,КГ,пшеница,01.11.12.141,Зерно яровой мягкой пшеницы,344400.0,12.0,28700.0,http://clearspending.ru/contract/1672600750415000014
1583401729715000011,2015-04-23 00:00:00,560000.0,44,58,"федеральное казенное учреждение ""Исправительная колония № 8 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834017297,583401001,ИП ИП глава крестьянского (фермерского) хозяйства Долгов Александр Николаевич,580900961001,,166,КГ,Пшеница продовольственная,01.11.12.141,Зерно яровой мягкой пшеницы,560000.0,14.0,40000.0,http://clearspending.ru/contract/1583401729715000011
1583401729715000012,2015-04-23 00:00:00,656000.0,44,58,"федеральное казенное учреждение ""Исправительная колония № 8 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834017297,583401001,ИП ИП глава крестьянского (фермерского) хозяйства Долгов Александр Николаевич,580900961001,,166,КГ,Пшеница фуражная,01.11.12.141,Зерно яровой мягкой пшеницы,208000.0,13.0,16000.0,http://clearspending.ru/contract/1583401729715000012
1561005988615000026,2015-04-14 00:00:00,2838000.0,44,56,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 8 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",5610059886,561001001,Общество с ограниченной ответственностью Эльба,5610134357,561001001,168,Т,Пшеница 3 класса продовольственная ГОСТ Р 52554-2006,01.11.12.141,Зерно яровой мягкой пшеницы,2838000.0,11825.0,240.0,http://clearspending.ru/contract/1561005988615000026
1543811065515000014,2015-03-12 00:00:00,2482000.0,44,54,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 14 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО НОВОСИБИРСКОЙ ОБЛАСТИ""",5438110655,543801001,"Общество с ограниченной ответственностью Строительная Компания ""Регион-54""",5406729298,540601001,168,Т,Зерно 5 класса ГОСТ Р 52554-2006 массовая доля влаги 14 %,01.11.12.141,Зерно яровой мягкой пшеницы,2482000.0,14600.0,170.0,http://clearspending.ru/contract/1543811065515000014
1583401729715000007,2015-03-23 00:00:00,112000.0,44,58,"федеральное казенное учреждение ""Исправительная колония № 8 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834017297,583401001,ИП ИП глава крестьянского (фермерского) хозяйства Долгов Александр Николаевич,580900961001,,166,КГ,Пшеница продовольственная,01.11.12.141,Зерно яровой мягкой пшеницы,112000.0,14.0,8000.0,http://clearspending.ru/contract/1583401729715000007
1032310906915000016,2015-03-13 00:00:00,480000.0,44,03,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ БУРЯТИЯ""",0323109069,032301001,"""Победа""",0323359069,032301001,166,КГ,Пшеница мягкая продовольственная яровая краснозерная 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,480000.0,12.0,40000.0,http://clearspending.ru/contract/1032310906915000016
1032310906915000018,2015-03-30 00:00:00,480000.0,44,03,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ БУРЯТИЯ""",0323109069,032301001,"""Победа""",0323359069,032301001,166,КГ,Пшеница мягкая продовольственная яровая краснозерная 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,480000.0,12.0,40000.0,http://clearspending.ru/contract/1032310906915000018
1165102015015000036,2015-05-05 00:00:00,4546775.0,44,16,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Республике Татарстан""",1651020150,165101001,ИП Сафиуллин Салим Гайнулхакович,163000077666,,166,КГ,пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,2547500.0,12.5,203800.0,http://clearspending.ru/contract/1165102015015000036
1564600006815000006,2015-02-27 00:00:00,1350000.0,44,56,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 6 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",5646000068,564601001,"Общество с ограниченной ответственностью  ""Эльба""",5610134357,561001001,166,КГ,пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,1350000.0,13.5,100000.0,http://clearspending.ru/contract/1564600006815000006
1552801021415000027,2015-04-17 00:00:00,8450000.0,44,55,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 13 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОМСКОЙ ОБЛАСТИ""",5528010214,550601001,ИП Индивидуальный Предприниматель Глава КФХ Кнаус Андрей Андреевич,552900023296,,166,КГ,Пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,8450000.0,13.0,650000.0,http://clearspending.ru/contract/1552801021415000027
1382800596615000010,2015-05-20 00:00:00,1717400.0,44,38,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 51 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""",3828005966,382701001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОБАЙКАЛ""",3849019448,384901001,168,Т,Пшеница фуражная,01.11.12.141,Зерно яровой мягкой пшеницы,558155.0,8587.0,65.0,http://clearspending.ru/contract/1382800596615000010
1543811065515000028,2015-04-28 00:00:00,186287.5,44,54,"федеральное казенное учреждение ""Исправительная колония № 14 Главного управления Федеральной службы исполнения наказаний по Новосибирской области""",5438110655,543801001,"Крестьянско-фермерское хозяйство ""Романтика""",5438101474,543801001,168,Т,"Зерно пшеницы ГОСТ Р 52554-2006, 3 класса",01.11.12.141,Зерно яровой мягкой пшеницы,186287.5,10645.0,17.5,http://clearspending.ru/contract/1543811065515000028
2100400357215000161,2015-05-20 00:00:00,8017.73,44,10,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ  "" МЕЖРАЙОННАЯ БОЛЬНИЦА № 1""",1004003572,100401001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТОВИК""",1004016412,100401001,166,КГ,Крупа пшеничная,01.11.12.141,Зерно яровой мягкой пшеницы,552.52,29.08,19.0,http://clearspending.ru/contract/2100400357215000161
1583401474715000033,2015-04-10 00:00:00,2730000.0,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,ИП Глава КФХ  Долгов Александр Николаевич,580900961001,,166,КГ,Пшеница фуражная,01.11.12.141,Зерно яровой мягкой пшеницы,390000.0,13.0,30000.0,http://clearspending.ru/contract/1583401474715000033
1244000460215000005,2015-02-12 00:00:00,225500.0,44,24,"федеральное казенное учреждение ""Исправительная колония № 16 Главного управления Федеральной службы исполнения наказаний по Красноярскому краю""",2440004602,244001001,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 27 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КРАСНОЯРСКОМУ КРАЮ""",2465056000,246501001,166,КГ,мука ржаная хлебопекарная,01.11.12.141,Зерно яровой мягкой пшеницы,225500.0,225500.0,1.0,http://clearspending.ru/contract/1244000460215000005
1380105187715000026,2015-03-13 00:00:00,468720.0,44,38,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""",3801051877,380101001,ИП Мункоев Валерий Матвеевич,850100020607,,166,КГ,зерно пшеницы,01.11.12.141,Зерно яровой мягкой пшеницы,468720.0,7.2,65100.0,http://clearspending.ru/contract/1380105187715000026
1543811065515000026,2015-04-23 00:00:00,525000.0,44,54,"федеральное казенное учреждение ""Исправительная колония № 14 Главного управления Федеральной службы исполнения наказаний по Новосибирской области""",5438110655,543801001,"Крестьянско-фермерское хозяйство ""Романтика""",5438101474,543801001,168,Т,"Зерно 5 класса, ГОСТ Р 52554-2006, массовая доля влаги 14 %",01.11.12.141,Зерно яровой мягкой пшеницы,525000.0,10500.0,50.0,http://clearspending.ru/contract/1543811065515000026
1543811065515000027,2015-04-23 00:00:00,525000.0,44,54,"федеральное казенное учреждение ""Исправительная колония № 14 Главного управления Федеральной службы исполнения наказаний по Новосибирской области""",5438110655,543801001,ИП Глава КФХ Мецгер Александр Андреевич,543808501066,,168,Т,"Зерно пшеницы ГОСТ Р 52554-2006, 5 класса",01.11.12.141,Зерно яровой мягкой пшеницы,525000.0,10500.0,50.0,http://clearspending.ru/contract/1543811065515000027
1222201315615000028,2015-04-16 00:00:00,2730000.0,44,22,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АЛТАЙСКОМУ КРАЮ""",2222013156,222201001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТАЯ НИВА АЛТАЯ""",2221214565,222101001,166,КГ,пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,2730000.0,13.65,200000.0,http://clearspending.ru/contract/1222201315615000028
1222201315615000027,2015-04-16 00:00:00,2796150.3,44,22,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АЛТАЙСКОМУ КРАЮ""",2222013156,222201001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТАЯ НИВА АЛТАЯ""",2221214565,222101001,166,КГ,пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,1771008.0,12.0,147584.0,http://clearspending.ru/contract/1222201315615000027
1222201315615000021,2015-04-06 00:00:00,525951.0,44,22,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АЛТАЙСКОМУ КРАЮ""",2222013156,222201001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙСКАЯ ЗЕРНОВАЯ КОМПАНИЯ""",2222830662,222201001,166,КГ,Пшеница 5 класса,01.11.12.141,Зерно яровой мягкой пшеницы,36000.0,12.0,3000.0,http://clearspending.ru/contract/1222201315615000021
1210100346715000025,2015-05-25 00:00:00,1610000.0,44,21,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 8 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ЧУВАШСКОЙ РЕСПУБЛИКЕ - ЧУВАШИИ""",2101003467,210101001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССЫ - ПОРЕЧЬЕ""",2113003782,211301001,166,КГ,пшеница продовольственная,01.11.12.141,Зерно яровой мягкой пшеницы,1610000.0,11.5,140000.0,http://clearspending.ru/contract/1210100346715000025
1235603754315000018,2015-04-24 00:00:00,1095503.4,44,23,"федеральное казенное учреждение ""Исправительная колония № 2 Управления Федеральной службы исполнения наказаний по Краснодарскому краю""",2356037543,235601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУБАНЬАГРОБИЗНЕС ТРЭЙД""",2308163900,230801001,166,КГ,Пшеница 3-4 класса мягкая ГОСТ Р 52554-2006,01.11.12.141,Зерно яровой мягкой пшеницы,226729.4,10.58,21430.0,http://clearspending.ru/contract/1235603754315000018
1561300055215000006,2015-03-11 00:00:00,592500.0,44,56,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",5613000552,561601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НУРЖАН""",5632020152,563201001,166,КГ,пшеница 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,592500.0,11.85,50000.0,http://clearspending.ru/contract/1561300055215000006
1560701300015000021,2015-03-16 00:00:00,1860200.0,44,56,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""",5607013000,560701001,"Общество с ограниченной ответственностью ""Эльба""",5610134357,561001001,168,Т,Пшеница мягких сортов 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,1500200.0,15002.0,100.0,http://clearspending.ru/contract/1560701300015000021
1753200122315000027,2015-04-27 00:00:00,765500.0,44,75,"федеральное казенное учреждение ""Исправительная колония № 5 Управления Федеральной службы исполнения наказаний по Забайкальскому краю""",7532001223,753401001,Индивидуальный предприниматель ГКФХ Петров Александр Николаевич,753610807779,,166,КГ,"Пшеница, соответствие ГОСТ 52554-2006",01.11.12.141,Зерно яровой мягкой пшеницы,204000.0,10.2,20000.0,http://clearspending.ru/contract/1753200122315000027
1032310906915000027,2015-04-20 00:00:00,3200000.0,44,03,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ БУРЯТИЯ""",0323109069,032301001,'Колхоз Искра',0314000467,031401001,166,КГ,Пшеница мягкая продовольственная яровая краснозерная 3 класса,01.11.12.141,Зерно яровой мягкой пшеницы,3200000.0,16.0,200000.0,http://clearspending.ru/contract/1032310906915000027
